Gain [dB],Phase [rads.],Amplitude [dBm],Frequency [GHz]
7.1289,4.431889322914061,-6.932476043701172,6.039306151645207
7.1289,4.574674435140364,-7.776161193847656,6.041309012875537
7.1289,4.717459547366666,-10.063346862792969,6.043311874105865
7.1289,4.8592247659342105,-12.085918426513672,6.044513590844063
7.1289,5.0020098781605125,-15.331867218017578,6.0457153075822605
7.1289,5.144794990386816,-20.13418960571289,6.0471173104434905
7.1289,5.28656020895436,-5.37725830078125,6.036101573676681
7.1289,5.286749202571742,-42.87476348876953,5.965
7.1289,5.429534314798045,-43.29711151123047,5.965
7.1289,5.57129953336559,-42.92506408691406,5.965
7.1289,5.714084645591892,-42.8779411315918,5.965
7.1289,5.856869757818195,-42.74032974243164,5.965
7.1289,5.9986349763857385,-42.93229675292969,5.965
7.1289,6.141420088612042,-42.856544494628906,5.965
7.1289,6.283185307179586,-43.49948120117188,5.965
7.2267,0.017789567803776943,-43.11129379272461,5.965
7.2267,0.1605746800300799,-42.46596145629883,5.965
7.2267,0.30233989859762367,-42.77122497558594,5.965
7.2267,0.4451250108239269,-43.004486083984375,5.965
7.2267,0.5879101230502298,-43.21821975708008,5.965
7.2267,0.7296753416177736,-42.850223541259766,5.965
7.2267,0.8724604538440768,-42.94357299804688,5.965
7.2267,1.0142256724116203,-18.876171112060547,6.008862660944207
7.2267,1.1570107846379236,-10.53898811340332,6.011666666666667
7.2267,1.2997958968642267,-8.78851318359375,6.013068669527897
7.2267,1.4415611154317702,-7.574565887451172,6.014470672389128
7.2267,1.5843462276580733,-6.962207794189453,6.015472103004291
7.2267,1.7271313398843766,-6.38255500793457,6.016673819742489
7.2267,1.86889655845192,-6.021099090576172,6.0178755364806875
7.2267,2.011681670678223,-6.08863639831543,6.018876967095851
7.2267,2.153446889245767,-5.612428665161133,6.0198783977110155
7.2267,2.2962320014720703,-4.979280471801758,6.020879828326181
7.2267,2.4390171136983736,-4.615005493164063,6.021881258941345
7.2267,2.5807823322659167,-4.594781875610352,6.022882689556509
7.2267,2.72356744449222,-4.617582321166992,6.023884120171674
7.2267,2.8663525567185233,-4.031240463256836,6.025085836909871
7.2267,3.008117775286067,-4.508935928344727,6.026087267525035
7.2267,3.1509028875123697,-4.351650238037109,6.027088698140201
7.2267,3.2926681060799137,-4.1869659423828125,6.028290414878398
7.2267,3.4354532183062165,-3.8358230590820312,6.029291845493563
7.2267,3.5782383305325194,-3.90264892578125,6.03049356223176
7.2267,3.720003549100063,-3.950471878051758,6.031695278969957
7.2267,3.862788661326366,-4.7772216796875,6.033097281831187
7.2267,4.005573773552669,-4.670183181762695,6.034499284692418
7.2267,4.147338992120214,-5.02433967590332,6.035901287553648
7.2267,4.290124104346516,-5.4740142822265625,6.0373032904148785
7.2267,4.431889322914061,-5.894308090209961,6.039105865522175
7.2267,4.574674435140364,-7.18773078918457,6.041108726752503
7.2267,4.717459547366666,-9.513235092163086,6.043111587982833
7.2267,4.8592247659342105,-11.504486083984377,6.044713876967096
7.2267,5.0020098781605125,-13.797916412353516,6.0457153075822605
7.2267,5.144794990386816,-18.63031005859375,6.047317596566524
7.2267,5.28656020895436,-4.945280075073242,6.035901287553648
7.2267,5.286749202571742,-43.09122085571289,5.965
7.2267,5.429534314798045,-42.81719970703125,5.965
7.2267,5.57129953336559,-42.98327255249024,5.965
7.2267,5.714084645591892,-43.29273986816406,5.965
7.2267,5.856869757818195,-43.46296691894531,5.965
7.2267,5.9986349763857385,-42.99958038330078,5.965
7.2267,6.141420088612042,-43.17547225952149,5.965
7.2267,6.283185307179586,-42.57052993774414,5.965
7.3244,0.017789567803776943,-42.573490142822266,5.965
7.3244,0.1605746800300799,-42.92024612426758,5.965
7.3244,0.30233989859762367,-42.64291763305664,5.965
7.3244,0.4451250108239269,-42.921852111816406,5.965
7.3244,0.5879101230502298,-42.682987213134766,5.965
7.3244,0.7296753416177736,-43.39264297485352,5.965
7.3244,0.8724604538440768,-42.6898307800293,5.965
7.3244,1.0142256724116203,-14.443592071533203,6.009463519313305
7.3244,1.1570107846379236,-10.208868026733398,6.011666666666667
7.3244,1.2997958968642267,-8.234127044677734,6.013068669527897
7.3244,1.4415611154317702,-7.324274063110352,6.0142703862660944
7.3244,1.5843462276580733,-6.672054290771484,6.015271816881259
7.3244,1.7271313398843766,-6.102634429931641,6.016673819742489
7.3244,1.86889655845192,-6.220943450927734,6.017675250357653
7.3244,2.011681670678223,-5.722919464111328,6.018676680972819
7.3244,2.153446889245767,-4.960062026977539,6.019678111587983
7.3244,2.2962320014720703,-4.644437789916992,6.020879828326181
7.3244,2.4390171136983736,-4.91534423828125,6.021881258941345
7.3244,2.5807823322659167,-4.338869094848633,6.022882689556509
7.3244,2.72356744449222,-4.407438278198242,6.023884120171674
7.3244,2.8663525567185233,-4.401681900024414,6.024885550786839
7.3244,3.008117775286067,-4.371980667114258,6.025886981402003
7.3244,3.1509028875123697,-3.7246246337890634,6.027088698140201
7.3244,3.2926681060799137,-4.336572647094727,6.028090128755364
7.3244,3.4354532183062165,-4.017148971557617,6.029291845493563
7.3244,3.5782383305325194,-3.876785278320313,6.03049356223176
7.3244,3.720003549100063,-4.152303695678711,6.031695278969957
7.3244,3.862788661326366,-4.374809265136719,6.032896995708155
7.3244,4.005573773552669,-4.792707443237305,6.034298998569384
7.3244,4.147338992120214,-4.959346771240234,6.035701001430615
7.3244,4.290124104346516,-5.184700012207031,6.037103004291845
7.3244,4.431889322914061,-5.606838226318359,6.0387052932761085
7.3244,4.574674435140364,-7.119417190551758,6.040708154506437
7.3244,4.717459547366666,-8.182937622070312,6.0429113018597995
7.3244,4.8592247659342105,-10.412004470825195,6.044713876967096
7.3244,5.0020098781605125,-13.51483917236328,6.045915593705294
7.3244,5.144794990386816,-16.630512237548828,6.047317596566524
7.3244,5.28656020895436,-5.166351318359375,6.035901287553648
7.3244,5.286749202571742,-42.47102355957031,5.965
7.3244,5.429534314798045,-43.208778381347656,5.965
7.3244,5.57129953336559,-43.22768020629883,5.965
7.3244,5.714084645591892,-42.921852111816406,5.965
7.3244,5.856869757818195,-43.17292022705078,5.965
7.3244,5.9986349763857385,-43.51509094238281,5.965
7.3244,6.141420088612042,-43.1314582824707,5.965
7.3244,6.283185307179586,-42.67464065551758,5.965
7.4222,0.017789567803776943,-42.90183639526367,5.965
7.4222,0.1605746800300799,-42.59353256225586,5.965
7.4222,0.30233989859762367,-42.921852111816406,5.965
7.4222,0.4451250108239269,-43.30324172973633,5.965
7.4222,0.5879101230502298,-43.238887786865234,5.965
7.4222,0.7296753416177736,-43.31816101074219,5.965
7.4222,0.8724604538440768,-42.98164367675781,5.965
7.4222,1.0142256724116203,-11.900579452514648,6.009864091559371
7.4222,1.1570107846379236,-9.38857078552246,6.0114663805436335
7.4222,1.2997958968642267,-7.968452453613281,6.012868383404864
7.4222,1.4415611154317702,-7.332653045654297,6.014070100143061
7.4222,1.5843462276580733,-6.438821792602539,6.015271816881259
7.4222,1.7271313398843766,-6.460474014282227,6.016473533619457
7.4222,1.86889655845192,-6.002269744873047,6.017474964234621
7.4222,2.011681670678223,-5.099998474121094,6.0184763948497855
7.4222,2.153446889245767,-4.818698883056641,6.019678111587983
7.4222,2.2962320014720703,-5.118572235107422,6.020679542203147
7.4222,2.4390171136983736,-4.848812103271484,6.021680972818312
7.4222,2.5807823322659167,-4.652578353881836,6.0226824034334765
7.4222,2.72356744449222,-4.509479522705078,6.023683834048641
7.4222,2.8663525567185233,-3.797008514404297,6.024685264663805
7.4222,3.008117775286067,-3.606212615966797,6.025886981402003
7.4222,3.1509028875123697,-4.125429153442383,6.0268884120171675
7.4222,3.2926681060799137,-3.539461135864258,6.027889842632332
7.4222,3.4354532183062165,-4.157627105712891,6.029091559370529
7.4222,3.5782383305325194,-4.1756744384765625,6.030293276108727
7.4222,3.720003549100063,-4.18345832824707,6.031494992846924
7.4222,3.862788661326366,-3.7832164764404297,6.032896995708155
7.4222,4.005573773552669,-4.0781097412109375,6.034098712446352
7.4222,4.147338992120214,-4.680200576782227,6.035500715307582
7.4222,4.290124104346516,-4.547519683837891,6.036902718168813
7.4222,4.431889322914061,-5.094982147216797,6.038505007153076
7.4222,4.574674435140364,-6.119220733642578,6.040507868383405
7.4222,4.717459547366666,-8.04144287109375,6.042510729613734
7.4222,4.8592247659342105,-9.90373420715332,6.044513590844063
7.4222,5.0020098781605125,-12.1524658203125,6.045915593705294
7.4222,5.144794990386816,-16.034992218017578,6.047517882689556
7.4222,5.28656020895436,-4.899110794067383,6.035901287553648
7.4222,5.286749202571742,-42.65724182128906,5.965
7.4222,5.429534314798045,-42.88270950317383,5.965
7.4222,5.57129953336559,-43.21907806396485,5.965
7.4222,5.714084645591892,-42.82660675048828,5.965
7.4222,5.856869757818195,-42.76348114013672,5.965
7.4222,5.9986349763857385,-43.1644287109375,5.965
7.4222,6.141420088612042,-42.93471145629883,5.965
7.4222,6.283185307179586,-42.97270584106445,5.965
7.52,0.017789567803776943,-43.04722595214844,5.965
7.52,0.1605746800300799,-43.07456588745117,5.965
7.52,0.30233989859762367,-43.05218124389648,5.965
7.52,0.4451250108239269,-42.95083618164063,5.965
7.52,0.5879101230502298,-43.21993637084961,5.965
7.52,0.7296753416177736,-43.09873962402344,5.965
7.52,0.8724604538440768,-42.83525085449219,5.965
7.52,1.0142256724116203,-11.496662139892578,6.009864091559371
7.52,1.1570107846379236,-8.731817245483398,6.0114663805436335
7.52,1.2997958968642267,-8.232946395874023,6.012668097281831
7.52,1.4415611154317702,-7.387659072875977,6.013869814020029
7.52,1.5843462276580733,-6.814472198486328,6.0150715307582265
7.52,1.7271313398843766,-6.2455596923828125,6.016273247496423
7.52,1.86889655845192,-5.298990249633789,6.017274678111588
7.52,2.011681670678223,-4.873933792114258,6.0184763948497855
7.52,2.153446889245767,-5.160913467407227,6.01947782546495
7.52,2.2962320014720703,-4.948360443115234,6.020479256080114
7.52,2.4390171136983736,-4.246053695678711,6.021480686695279
7.52,2.5807823322659167,-4.040655136108398,6.022482117310444
7.52,2.72356744449222,-3.7076377868652335,6.023483547925608
7.52,2.8663525567185233,-3.626985549926758,6.024685264663805
7.52,3.008117775286067,-4.067584991455078,6.02568669527897
7.52,3.1509028875123697,-3.395448684692383,6.026688125894135
7.52,3.2926681060799137,-3.9922142028808594,6.027889842632332
7.52,3.4354532183062165,-3.6246395111083984,6.029091559370529
7.52,3.5782383305325194,-3.403635025024414,6.030293276108727
7.52,3.720003549100063,-3.47085189819336,6.031494992846924
7.52,3.862788661326366,-4.178253173828125,6.032696709585121
7.52,4.005573773552669,-3.866609573364258,6.034098712446352
7.52,4.147338992120214,-3.944517135620117,6.03530042918455
7.52,4.290124104346516,-4.387718200683594,6.036902718168813
7.52,4.431889322914061,-4.758718490600586,6.038304721030043
7.52,4.574674435140364,-5.924936294555664,6.0401072961373385
7.52,4.717459547366666,-7.230655670166016,6.042110157367668
7.52,4.8592247659342105,-9.035148620605469,6.0443133047210305
7.52,5.0020098781605125,-11.06084442138672,6.045915593705294
7.52,5.144794990386816,-14.386711120605469,6.047517882689556
7.52,5.28656020895436,-4.723577499389648,6.035901287553648
7.52,5.286749202571742,-43.02497863769531,5.965
7.52,5.429534314798045,-42.8486442565918,5.965
7.52,5.57129953336559,-43.13904571533203,5.965
7.52,5.714084645591892,-42.8652458190918,5.965
7.52,5.856869757818195,-43.6090087890625,5.965
7.52,5.9986349763857385,-42.71806716918945,5.965
7.52,6.141420088612042,-42.73263931274414,5.965
7.52,6.283185307179586,-43.23974990844727,5.965
7.6178,0.017789567803776943,-43.04062271118164,5.965
7.6178,0.1605746800300799,-42.95003128051758,5.965
7.6178,0.30233989859762367,-43.06211853027344,5.965
7.6178,0.4451250108239269,-42.91383361816406,5.965
7.6178,0.5879101230502298,-42.94518661499024,5.965
7.6178,0.7296753416177736,-43.40697479248047,5.965
7.6178,0.8724604538440768,-21.7056884765625,6.006459227467811
7.6178,1.0142256724116203,-10.627435684204102,6.009864091559371
7.6178,1.1570107846379236,-8.790489196777344,6.011266094420601
7.6178,1.2997958968642267,-7.926685333251953,6.012467811158798
7.6178,1.4415611154317702,-7.225282669067383,6.013669527896996
7.6178,1.5843462276580733,-6.233390808105469,6.014871244635193
7.6178,1.7271313398843766,-5.73460578918457,6.01607296137339
7.6178,1.86889655845192,-5.158819198608398,6.017274678111588
7.6178,2.011681670678223,-5.316076278686523,6.018276108726752
7.6178,2.153446889245767,-4.808753967285156,6.019277539341917
7.6178,2.2962320014720703,-4.183012008666992,6.020278969957082
7.6178,2.4390171136983736,-4.106193542480469,6.021480686695279
7.6178,2.5807823322659167,-3.739501953125,6.022482117310444
7.6178,2.72356744449222,-3.946632385253906,6.023483547925608
7.6178,2.8663525567185233,-4.019001007080078,6.024484978540772
7.6178,3.008117775286067,-3.2907581329345703,6.02568669527897
7.6178,3.1509028875123697,-3.805675506591797,6.026688125894135
7.6178,3.2926681060799137,-3.4316883087158203,6.0276895565093
7.6178,3.4354532183062165,-3.727235794067383,6.028891273247496
7.6178,3.5782383305325194,-3.872856140136719,6.030092989985694
7.6178,3.720003549100063,-3.922832489013672,6.031294706723891
7.6178,3.862788661326366,-3.395090103149414,6.032496423462089
7.6178,4.005573773552669,-4.223840713500977,6.0338984263233195
7.6178,4.147338992120214,-4.456710815429688,6.03530042918455
7.6178,4.290124104346516,-4.758220672607422,6.03670243204578
7.6178,4.431889322914061,-4.58843994140625,6.038304721030043
7.6178,4.574674435140364,-5.671775817871094,6.039907010014306
7.6178,4.717459547366666,-6.271327972412109,6.041909871244636
7.6178,4.8592247659342105,-8.333593368530273,6.043912732474964
7.6178,5.0020098781605125,-10.320556640625,6.045915593705294
7.6178,5.144794990386816,-13.866268157958984,6.047718168812589
7.6178,5.28656020895436,-4.642602920532227,6.035901287553648
7.6178,5.286749202571742,-24.58831787109375,6.048919885550787
7.6178,5.429534314798045,-42.84785842895508,5.965
7.6178,5.57129953336559,-43.19081115722656,5.965
7.6178,5.714084645591892,-43.258785247802734,5.965
7.6178,5.856869757818195,-43.33136749267578,5.965
7.6178,5.9986349763857385,-43.36500549316406,5.965
7.6178,6.141420088612042,-42.45586013793945,5.965
7.6178,6.283185307179586,-43.05714797973633,5.965
7.7156,0.017789567803776943,-42.8779411315918,5.965
7.7156,0.1605746800300799,-42.87397003173828,5.965
7.7156,0.30233989859762367,-42.640663146972656,5.965
7.7156,0.4451250108239269,-43.38549423217773,5.965
7.7156,0.5879101230502298,-42.75652313232422,5.965
7.7156,0.7296753416177736,-42.90822982788086,5.965
7.7156,0.8724604538440768,-14.971927642822266,6.0072603719599424
7.7156,1.0142256724116203,-9.455829620361328,6.009663805436338
7.7156,1.1570107846379236,-8.605035781860352,6.011065808297569
7.7156,1.2997958968642267,-7.750295639038086,6.012267525035766
7.7156,1.4415611154317702,-6.638849258422852,6.013469241773963
7.7156,1.5843462276580733,-5.819398880004883,6.01467095851216
7.7156,1.7271313398843766,-5.28333854675293,6.015872675250358
7.7156,1.86889655845192,-5.451568603515625,6.0170743919885545
7.7156,2.011681670678223,-5.123857498168945,6.01807582260372
7.7156,2.153446889245767,-4.184591293334961,6.019277539341917
7.7156,2.2962320014720703,-4.379182815551758,6.020278969957082
7.7156,2.4390171136983736,-4.288286209106445,6.021280400572246
7.7156,2.5807823322659167,-4.107149124145508,6.02228183118741
7.7156,2.72356744449222,-3.7047176361083984,6.023283261802575
7.7156,2.8663525567185233,-3.2320594787597656,6.024484978540772
7.7156,3.008117775286067,-3.777978897094727,6.0254864091559375
7.7156,3.1509028875123697,-3.445436477661133,6.026487839771102
7.7156,3.2926681060799137,-3.606788635253906,6.0276895565093
7.7156,3.4354532183062165,-3.1841602325439453,6.028891273247496
7.7156,3.5782383305325194,-3.1453628540039062,6.029892703862662
7.7156,3.720003549100063,-3.231386184692383,6.031294706723891
7.7156,3.862788661326366,-3.940513610839844,6.032496423462089
7.7156,4.005573773552669,-3.4136886596679688,6.033698140200286
7.7156,4.147338992120214,-3.7530250549316406,6.035100143061516
7.7156,4.290124104346516,-4.16661262512207,6.036502145922746
7.7156,4.431889322914061,-4.782535552978516,6.03810443490701
7.7156,4.574674435140364,-5.370244979858398,6.039706723891274
7.7156,4.717459547366666,-6.279972076416016,6.0415092989985695
7.7156,4.8592247659342105,-7.547273635864258,6.043512160228898
7.7156,5.0020098781605125,-9.302600860595703,6.045915593705294
7.7156,5.144794990386816,-12.776309967041016,6.047718168812589
7.7156,5.28656020895436,-4.048343658447266,6.035901287553648
7.7156,5.286749202571742,-20.521240234375,6.049120171673819
7.7156,5.429534314798045,-43.475711822509766,5.965
7.7156,5.57129953336559,-42.800777435302734,5.965
7.7156,5.714084645591892,-42.83682632446289,5.965
7.7156,5.856869757818195,-42.639156341552734,5.965
7.7156,5.9986349763857385,-43.14664459228516,5.965
7.7156,6.141420088612042,-43.27268600463867,5.965
7.7156,6.283185307179586,-43.273555755615234,5.965
7.8133,0.017789567803776943,-42.962162017822266,5.965
7.8133,0.1605746800300799,-42.91463470458984,5.965
7.8133,0.30233989859762367,-42.91383361816406,5.965
7.8133,0.4451250108239269,-43.23974990844727,5.965
7.8133,0.5879101230502298,-42.90103912353516,5.965
7.8133,0.7296753416177736,-43.155948638916016,5.965
7.8133,0.8724604538440768,-12.02947235107422,6.007660944206009
7.8133,1.0142256724116203,-8.88983154296875,6.009663805436338
7.8133,1.1570107846379236,-8.255556106567383,6.010865522174535
7.8133,1.2997958968642267,-7.372459411621094,6.012067238912732
7.8133,1.4415611154317702,-6.146879196166992,6.013469241773963
7.8133,1.5843462276580733,-5.581424713134766,6.014470672389128
7.8133,1.7271313398843766,-5.01341438293457,6.015872675250358
7.8133,1.86889655845192,-5.202352523803711,6.016874105865522
7.8133,2.011681670678223,-4.487216949462891,6.0178755364806875
7.8133,2.153446889245767,-4.405588150024414,6.019077253218884
7.8133,2.2962320014720703,-4.329732894897461,6.020078683834048
7.8133,2.4390171136983736,-3.5424022674560547,6.021080114449213
7.8133,2.5807823322659167,-3.371688842773437,6.022081545064378
7.8133,2.72356744449222,-3.1491050720214844,6.023283261802575
7.8133,2.8663525567185233,-3.688253402709961,6.02428469241774
7.8133,3.008117775286067,-2.990123748779297,6.025286123032903
7.8133,3.1509028875123697,-3.3304519653320312,6.026487839771102
7.8133,3.2926681060799137,-3.221597671508789,6.0274892703862655
7.8133,3.4354532183062165,-3.551980972290039,6.028690987124463
7.8133,3.5782383305325194,-3.530481338500977,6.029892703862662
7.8133,3.720003549100063,-3.577878952026367,6.0310944206008585
7.8133,3.862788661326366,-3.116279602050781,6.032296137339056
7.8133,4.005573773552669,-3.8757591247558594,6.033698140200286
7.8133,4.147338992120214,-3.9890403747558594,6.035100143061516
7.8133,4.290124104346516,-4.209894180297852,6.036502145922746
7.8133,4.431889322914061,-4.649946212768555,6.037904148783977
7.8133,4.574674435140364,-5.084440231323242,6.03950643776824
7.8133,4.717459547366666,-5.196638107299805,6.041309012875537
7.8133,4.8592247659342105,-6.731939315795898,6.043111587982833
7.8133,5.0020098781605125,-8.418661117553711,6.045515021459227
7.8133,5.144794990386816,-11.593685150146484,6.047918454935623
7.8133,5.28656020895436,-4.0352935791015625,6.036101573676681
7.8133,5.286749202571742,-17.82433319091797,6.049120171673819
7.8133,5.429534314798045,-25.828094482421875,6.050321888412017
7.8133,5.57129953336559,-43.123046875,5.965
7.8133,5.714084645591892,-42.90822982788086,5.965
7.8133,5.856869757818195,-43.07373428344727,5.965
7.8133,5.9986349763857385,-43.77964401245117,5.965
7.8133,6.141420088612042,-43.11968612670898,5.965
7.8133,6.283185307179586,-42.87555694580078,5.965
7.9111,0.017789567803776943,-43.28313827514648,5.965
7.9111,0.1605746800300799,-42.585357666015625,5.965
7.9111,0.30233989859762367,-43.16697311401367,5.965
7.9111,0.4451250108239269,-42.93471145629883,5.965
7.9111,0.5879101230502298,-42.93954086303711,5.965
7.9111,0.7296753416177736,-42.937931060791016,5.965
7.9111,0.8724604538440768,-11.504877090454102,6.007861230329041
7.9111,1.0142256724116203,-9.108694076538086,6.009463519313305
7.9111,1.1570107846379236,-7.778421401977539,6.010665236051502
7.9111,1.2997958968642267,-6.642068862915039,6.0118669527897
7.9111,1.4415611154317702,-6.402980804443359,6.013268955650929
7.9111,1.5843462276580733,-5.8154144287109375,6.014470672389128
7.9111,1.7271313398843766,-5.239587783813477,6.015672389127325
7.9111,1.86889655845192,-4.461923599243164,6.016673819742489
7.9111,2.011681670678223,-4.094339370727539,6.0178755364806875
7.9111,2.153446889245767,-4.464878082275391,6.018876967095851
7.9111,2.2962320014720703,-3.6152210235595694,6.0198783977110155
7.9111,2.4390171136983736,-3.772302627563477,6.021080114449213
7.9111,2.5807823322659167,-3.661422729492188,6.022081545064378
7.9111,2.72356744449222,-3.704620361328125,6.023082975679543
7.9111,2.8663525567185233,-2.929616928100586,6.0240844062947065
7.9111,3.008117775286067,-3.4702186584472656,6.025286123032903
7.9111,3.1509028875123697,-3.0355682373046875,6.026287553648069
7.9111,3.2926681060799137,-3.1651649475097656,6.0274892703862655
7.9111,3.4354532183062165,-2.92951774597168,6.028690987124463
7.9111,3.5782383305325194,-2.7892990112304688,6.029892703862662
7.9111,3.720003549100063,-2.9386653900146484,6.0310944206008585
7.9111,3.862788661326366,-3.5892391204833984,6.032296137339056
7.9111,4.005573773552669,-3.118396759033203,6.033698140200286
7.9111,4.147338992120214,-3.573293685913086,6.034899856938483
7.9111,4.290124104346516,-3.975564956665039,6.036301859799714
7.9111,4.431889322914061,-3.77773666381836,6.037703862660944
7.9111,4.574674435140364,-4.2095489501953125,6.039306151645207
7.9111,4.717459547366666,-4.929851531982422,6.041108726752503
7.9111,4.8592247659342105,-6.329627990722656,6.0429113018597995
7.9111,5.0020098781605125,-7.181884765625,6.044914163090129
7.9111,5.144794990386816,-11.045272827148438,6.047918454935623
7.9111,5.28656020895436,-3.793359756469727,6.036101573676681
7.9111,5.286749202571742,-16.838272094726562,6.049320457796853
7.9111,5.429534314798045,-22.028884887695312,6.050321888412017
7.9111,5.57129953336559,-42.93873596191406,5.965
7.9111,5.714084645591892,-42.85180282592773,5.965
7.9111,5.856869757818195,-43.29798889160156,5.965
7.9111,5.9986349763857385,-42.57052993774414,5.965
7.9111,6.141420088612042,-42.5168342590332,5.965
7.9111,6.283185307179586,-43.64203643798828,5.965
8.0089,0.017789567803776943,-42.86287307739258,5.965
8.0089,0.1605746800300799,-42.29246139526367,5.965
8.0089,0.30233989859762367,-42.90103912353516,5.965
8.0089,0.4451250108239269,-42.90663146972656,5.965
8.0089,0.5879101230502298,-42.6196517944336,5.965
8.0089,0.7296753416177736,-43.44754409790039,5.965
8.0089,0.8724604538440768,-10.618719100952148,6.007861230329041
8.0089,1.0142256724116203,-8.302249908447266,6.009263233190271
8.0089,1.1570107846379236,-7.240766525268555,6.01046494992847
8.0089,1.2997958968642267,-6.319252014160156,6.011666666666667
8.0089,1.4415611154317702,-6.221347808837891,6.013068669527897
8.0089,1.5843462276580733,-5.721963882446289,6.0142703862660944
8.0089,1.7271313398843766,-5.224149703979492,6.015472103004291
8.0089,1.86889655845192,-4.355295181274414,6.016673819742489
8.0089,2.011681670678223,-4.545995712280273,6.017675250357653
8.0089,2.153446889245767,-3.660375595092773,6.018676680972819
8.0089,2.2962320014720703,-3.739803314208984,6.0198783977110155
8.0089,2.4390171136983736,-3.774005889892578,6.020879828326181
8.0089,2.5807823322659167,-3.4634971618652344,6.021881258941345
8.0089,2.72356744449222,-2.8679237365722656,6.023082975679543
8.0089,2.8663525567185233,-3.4132022857666016,6.0240844062947065
8.0089,3.008117775286067,-2.7596397399902344,6.025286123032903
8.0089,3.1509028875123697,-3.2809791564941406,6.026287553648069
8.0089,3.2926681060799137,-2.645465850830078,6.027288984263233
8.0089,3.4354532183062165,-2.9864654541015625,6.028490701001432
8.0089,3.5782383305325194,-3.3272018432617188,6.029692417739628
8.0089,3.720003549100063,-3.1959896087646484,6.030894134477825
8.0089,3.862788661326366,-2.828340530395508,6.032296137339056
8.0089,4.005573773552669,-3.5880374908447266,6.033497854077253
8.0089,4.147338992120214,-3.4663219451904297,6.034899856938483
8.0089,4.290124104346516,-3.449302673339844,6.036301859799714
8.0089,4.431889322914061,-4.117107391357422,6.037703862660944
8.0089,4.574674435140364,-4.21942138671875,6.039306151645207
8.0089,4.717459547366666,-4.671834945678711,6.040908440629471
8.0089,4.8592247659342105,-5.290019989013672,6.042510729613734
8.0089,5.0020098781605125,-6.771928787231445,6.044713876967096
8.0089,5.144794990386816,-9.797494888305664,6.047718168812589
8.0089,5.28656020895436,-3.815587997436523,6.036301859799714
8.0089,5.286749202571742,-15.862194061279297,6.049520743919886
8.0089,5.429534314798045,-20.079730987548828,6.05052217453505
8.0089,5.57129953336559,-42.860496520996094,5.965
8.0089,5.714084645591892,-43.155948638916016,5.965
8.0089,5.856869757818195,-42.924259185791016,5.965
8.0089,5.9986349763857385,-43.03732299804688,5.965
8.0089,6.141420088612042,-43.50406646728516,5.965
8.0089,6.283185307179586,-43.5141716003418,5.965
8.1067,0.017789567803776943,-42.75343322753906,5.965
8.1067,0.1605746800300799,-43.23715972900391,5.965
8.1067,0.30233989859762367,-43.4168586730957,5.965
8.1067,0.4451250108239269,-42.895450592041016,5.965
8.1067,0.5879101230502298,-43.49398422241211,5.965
8.1067,0.7296753416177736,-19.07501602172852,6.004456366237482
8.1067,0.8724604538440768,-9.574060440063477,6.007861230329041
8.1067,1.0142256724116203,-7.901580810546875,6.009062947067239
8.1067,1.1570107846379236,-6.917802810668945,6.010264663805436
8.1067,1.2997958968642267,-6.185455322265625,6.011666666666667
8.1067,1.4415611154317702,-6.015007019042969,6.012868383404864
8.1067,1.5843462276580733,-5.479404449462891,6.014070100143061
8.1067,1.7271313398843766,-4.69158935546875,6.015271816881259
8.1067,1.86889655845192,-4.70848274230957,6.016473533619457
8.1067,2.011681670678223,-4.139007568359375,6.017474964234621
8.1067,2.153446889245767,-4.006772994995117,6.018676680972819
8.1067,2.2962320014720703,-3.859291076660156,6.019678111587983
8.1067,2.4390171136983736,-3.097524642944336,6.020879828326181
8.1067,2.5807823322659167,-3.1129398345947266,6.021881258941345
8.1067,2.72356744449222,-3.4387168884277344,6.022882689556509
8.1067,2.8663525567185233,-2.68623161315918,6.023884120171674
8.1067,3.008117775286067,-3.2164344787597656,6.025085836909871
8.1067,3.1509028875123697,-2.530172348022461,6.026087267525035
8.1067,3.2926681060799137,-3.068096160888672,6.027288984263233
8.1067,3.4354532183062165,-3.164287567138672,6.028490701001432
8.1067,3.5782383305325194,-2.921792984008789,6.029692417739628
8.1067,3.720003549100063,-3.227468490600586,6.030894134477825
8.1067,3.862788661326366,-3.1329784393310547,6.032095851216024
8.1067,4.005573773552669,-3.2284011840820312,6.033497854077253
8.1067,4.147338992120214,-3.02290153503418,6.034699570815451
8.1067,4.290124104346516,-3.615243911743164,6.036101573676681
8.1067,4.431889322914061,-3.59658432006836,6.037503576537912
8.1067,4.574674435140364,-4.472179412841797,6.039105865522175
8.1067,4.717459547366666,-4.977439880371094,6.040708154506437
8.1067,4.8592247659342105,-4.951019287109375,6.042310443490701
8.1067,5.0020098781605125,-6.362895965576172,6.0443133047210305
8.1067,5.144794990386816,-8.983448028564453,6.047718168812589
8.1067,5.28656020895436,-3.482040405273437,6.036301859799714
8.1067,5.286749202571742,-14.33916473388672,6.049520743919886
8.1067,5.429534314798045,-18.068771362304688,6.050722460658083
8.1067,5.57129953336559,-24.87558364868164,6.051723891273248
8.1067,5.714084645591892,-42.806243896484375,5.965
8.1067,5.856869757818195,-42.89305877685547,5.965
8.1067,5.9986349763857385,-43.29886245727539,5.965
8.1067,6.141420088612042,-42.673126220703125,5.965
