Gain [dB],Phase [rads.],Amplitude [dBm],frequency_lc
7.954430379746835,5.567379386108494,1.1369610887608402e-10,-3278484.6187500996
7.954430379746835,5.646913377338616,3.856177550558839e-11,-3358951.571250102
7.954430379746835,5.726447368568738,1.3559705655176434e-11,-3466603.3050001054
7.954430379746835,5.805981359798858,3.962211055295506e-12,-3602527.2112501096
7.954430379746835,5.88551535102898,2.3856126097538087e-12,-3761286.3337501143
7.954430379746835,5.9650493422591016,8.094656239627023e-12,-3952667.1937501202
7.954430379746835,6.044583333489222,5.940499390789029e-13,-4174495.008750127
7.954430379746835,6.124117324719344,4.560453948789672e-13,4274535.0037501305
7.954430379746835,6.2036513159494655,2.2863614114288955e-13,4206029.355000128
7.954430379746835,6.283185307179586,1.291704361189312e-13,3717790.683750113
8.010126582278481,0.0,3.880109539366709e-13,3758024.1600001142
8.010126582278481,0.07953399123012135,1.949830043498818e-12,-4120125.4462501253
8.010126582278481,0.1590679824602427,4.097187569180056e-13,-4274535.0037501305
8.010126582278481,0.23860197369036407,1.780890586802396e-12,4176669.791250127
8.010126582278481,0.3181359649204854,1.6083648511417554e-12,3958104.1500001205
8.010126582278481,0.39766995615060674,4.761267404728931e-12,3766723.2900001146
8.010126582278481,0.47720394738072813,9.384218050645368e-12,3602527.2112501096
8.010126582278481,0.5567379386108494,1.812308903254773e-11,3469865.4787501055
8.010126582278481,0.6362719298409708,4.55928742988255e-11,3368738.0925001027
8.010126582278481,0.7158059210710922,1.7685142557022368e-10,3295882.8787501003
8.010126582278481,0.7953399123012135,186680805789743.06,3205629.4050000976
8.010126582278481,0.8748739035313349,230148077067628.16,3074055.0637500933
8.010126582278481,0.9544078947614563,275930757458628.56,2942480.7225000896
8.010126582278481,1.0339418859915777,320440648675610.2,2810906.381250086
8.010126582278481,1.1134758772216988,363877328028593.44,2680419.4312500814
8.010126582278481,1.1930098684518202,406459376006061.2,2553194.6550000776
8.010126582278481,1.2725438596819416,447560125655561.4,2430319.443750074
8.010126582278481,1.352077850912063,487680485746289.4,2310706.4062500703
8.010126582278481,1.4316118421421844,527585827204470.4,2192180.760000067
8.010126582278481,1.5111458333723056,565611250976484.4,2076917.2875000632
8.010126582278481,1.590679824602427,603236413658468.6,1962741.2062500597
8.010126582278481,1.6702138158325484,636499657781355.8,1850739.9075000563
8.010126582278481,1.7497478070626697,670856407835562.2,1737651.2175000529
8.010126582278481,1.8292817982927911,705093107392576.1,1629999.4837500497
8.010126582278481,1.9088157895229125,734316511520427.9,1527784.7062500466
8.010126582278481,1.9883497807530337,758263354608507.6,1425569.9287500435
8.010126582278481,2.0678837719831553,785942172766252.1,1323355.1512500404
8.010126582278481,2.1474177632132765,809011914234861.6,1221140.3737500373
8.010126582278481,2.2269517544433977,832731810825366.0,1121100.3787500341
8.010126582278481,2.3064857456735193,853247628068888.6,1021060.3837500311
8.010126582278481,2.3860197369036404,872755669904119.1,921020.388750028
8.010126582278481,2.465553728133762,890403631220223.6,822067.7850000251
8.010126582278481,2.5450877193638832,906006477325645.4,724202.572500022
8.010126582278481,2.6246217105940044,919960819626674.4,626337.3600000191
8.010126582278481,2.704155701824126,932595672513645.9,529559.5387500161
8.010126582278481,2.783689693054247,942019391203845.8,432781.7175000132
8.010126582278481,2.863223684284369,950274265343825.8,336003.89625001024
8.010126582278481,2.94275767551449,956987398157154.1,240313.4662500073
8.010126582278481,3.022291666744611,960303415028767.1,143535.64500000436
8.010126582278481,3.1018256579747328,963234410818657.8,47845.21500000146
8.010126582278481,3.181359649204854,961422705280702.4,-47845.21500000146
8.010126582278481,3.2608936404349755,959648513080389.1,-143535.64500000436
8.010126582278481,3.3404276316650967,955380493186573.8,-240313.4662500073
8.010126582278481,3.419961622895218,949567410899576.1,-336003.89625001024
8.010126582278481,3.4994956141253395,940732366945150.2,-432781.7175000132
8.010126582278481,3.5790296053554607,931487764999603.2,-529559.5387500161
8.010126582278481,3.6585635965855823,919831207245728.6,-626337.3600000191
8.010126582278481,3.7380975878157034,906083877171578.8,-724202.572500022
8.010126582278481,3.817631579045825,890536781623458.6,-822067.7850000251
8.010126582278481,3.8971655702759462,872737085892961.4,-921020.388750028
8.010126582278481,3.9766995615060674,853473195192881.9,-1021060.3837500311
8.010126582278481,4.056233552736189,831791291137472.8,-1121100.3787500341
8.010126582278481,4.135767543966311,809864442710170.0,-1221140.3737500373
8.010126582278481,4.215301535196431,784472422069855.2,-1323355.1512500404
8.010126582278481,4.294835526426553,761826978075970.4,-1425569.9287500435
8.010126582278481,4.374369517656675,731627710733571.5,-1527784.7062500466
8.010126582278481,4.453903508886795,701581257867279.1,-1629999.4837500497
8.010126582278481,4.533437500116917,673565450372843.5,-1737651.2175000529
8.010126582278481,4.6129714913470385,640016377884386.4,-1850739.9075000563
8.010126582278481,4.692505482577159,601964066834802.8,-1962741.2062500597
8.010126582278481,4.772039473807281,565562734015533.9,-2076917.2875000632
8.010126582278481,4.8515734650374025,528046459898887.9,-2192180.760000067
8.010126582278481,4.931107456267524,487875810229203.56,-2310706.4062500703
8.010126582278481,5.010641447497645,448172611501998.0,-2430319.443750074
8.010126582278481,5.0901754387277665,406203431356381.44,-2553194.6550000776
8.010126582278481,5.169709429957888,363921545912089.06,-2680419.4312500814
8.010126582278481,5.249243421188009,320274002575247.3,-2810906.381250086
8.010126582278481,5.32877741241813,276069032819757.9,-2942480.7225000896
8.010126582278481,5.408311403648252,230454973226430.28,-3074055.0637500933
8.010126582278481,5.487845394878374,186825714748084.72,-3205629.4050000976
8.010126582278481,5.567379386108494,1.7043719633730292e-10,-3295882.8787501003
8.010126582278481,5.646913377338616,4.502576748469531e-11,-3368738.0925001027
8.010126582278481,5.726447368568738,2.2739126810130365e-11,-3469865.4787501055
8.010126582278481,5.805981359798858,9.221873540328304e-12,-3602527.2112501096
8.010126582278481,5.88551535102898,5.693319974277671e-12,-3766723.2900001146
8.010126582278481,5.9650493422591016,1.3614484544317439e-12,-3958104.1500001205
8.010126582278481,6.044583333489222,1.0679945476640522e-12,-4176669.791250127
8.010126582278481,6.124117324719344,7.708372375202732e-13,4274535.0037501305
8.010126582278481,6.2036513159494655,1.391285521228254e-12,4120125.4462501253
8.010126582278481,6.283185307179586,3.8801139676896935e-13,3758024.1600001142
8.065822784810127,0.0,2.1298157896921557e-12,3792820.6800001157
8.065822784810127,0.07953399123012135,5.669114198807628e-13,-4078804.578750124
8.065822784810127,0.1590679824602427,1.0381312435905632e-12,-4284321.525000131
8.065822784810127,0.23860197369036407,1.7142654121554374e-12,4165795.878750127
8.065822784810127,0.3181359649204854,3.0650411851693466e-12,3946142.84625012
8.065822784810127,0.39766995615060674,4.697077625708305e-12,3755849.3775001145
8.065822784810127,0.47720394738072813,8.670480159708267e-12,3599265.0375001095
8.065822784810127,0.5567379386108494,2.309244046855491e-11,3474215.043750106
8.065822784810127,0.6362719298409708,6.420686208862524e-11,3381786.787500103
8.065822784810127,0.7158059210710922,3.0209449003776496e-10,3312193.7475001006
8.065822784810127,0.7953399123012135,207675606252303.28,3206716.7962500975
8.065822784810127,0.8748739035313349,243360530173080.3,3075142.4550000937
8.065822784810127,0.9544078947614563,287834555854814.06,2941393.3312500897
8.065822784810127,1.0339418859915777,332500437889711.8,2813081.1637500855
8.065822784810127,1.1134758772216988,376485087652996.94,2679332.0400000815
8.065822784810127,1.1930098684518202,419107878281115.1,2552107.2637500777
8.065822784810127,1.2725438596819416,460774373521375.56,2430319.443750074
8.065822784810127,1.352077850912063,501691685595278.44,2309619.0150000704
8.065822784810127,1.4316118421421844,540520884181852.06,2192180.760000067
8.065822784810127,1.5111458333723056,578934023510337.6,2076917.2875000632
8.065822784810127,1.590679824602427,616619195993857.0,1962741.2062500597
8.065822784810127,1.6702138158325484,651088549209416.8,1849652.5162500562
8.065822784810127,1.7497478070626697,690894706949665.9,1737651.2175000529
8.065822784810127,1.8292817982927911,720783655485541.5,1629999.4837500497
8.065822784810127,1.9088157895229125,747359982858188.1,1527784.7062500466
8.065822784810127,1.9883497807530337,773364709611989.8,1425569.9287500435
8.065822784810127,2.0678837719831553,799997683604795.5,1323355.1512500404
8.065822784810127,2.1474177632132765,824433956993625.0,1221140.3737500373
8.065822784810127,2.2269517544433977,848458372592849.1,1121100.3787500341
8.065822784810127,2.3064857456735193,868534302187191.0,1021060.3837500311
8.065822784810127,2.3860197369036404,888574335745598.0,921020.388750028
8.065822784810127,2.465553728133762,906659136494327.9,822067.7850000251
8.065822784810127,2.5450877193638832,921954885723931.1,724202.572500022
8.065822784810127,2.6246217105940044,936140880987986.0,626337.3600000191
8.065822784810127,2.704155701824126,948766146004238.5,529559.5387500161
8.065822784810127,2.783689693054247,959192463922040.4,432781.7175000132
8.065822784810127,2.863223684284369,967028027333161.9,336003.89625001024
8.065822784810127,2.94275767551449,972837115660245.0,240313.4662500073
8.065822784810127,3.022291666744611,977164444511529.5,143535.64500000436
8.065822784810127,3.1018256579747328,978598040665879.0,47845.21500000146
8.065822784810127,3.181359649204854,977265993963834.1,-47845.21500000146
8.065822784810127,3.2608936404349755,976049527878396.1,-143535.64500000436
8.065822784810127,3.3404276316650967,972078937632294.9,-240313.4662500073
8.065822784810127,3.419961622895218,965096239038874.4,-336003.89625001024
8.065822784810127,3.4994956141253395,957868288813498.0,-432781.7175000132
8.065822784810127,3.5790296053554607,947720207385704.2,-529559.5387500161
8.065822784810127,3.6585635965855823,935816361738471.9,-626337.3600000191
8.065822784810127,3.7380975878157034,921883019718900.2,-724202.572500022
8.065822784810127,3.817631579045825,906235525374035.5,-822067.7850000251
8.065822784810127,3.8971655702759462,888467124834570.2,-921020.388750028
8.065822784810127,3.9766995615060674,868582289651535.8,-1021060.3837500311
8.065822784810127,4.056233552736189,847300317990561.1,-1121100.3787500341
8.065822784810127,4.135767543966311,825190059386680.5,-1221140.3737500373
8.065822784810127,4.215301535196431,799411087797918.4,-1323355.1512500404
8.065822784810127,4.294835526426553,774432910214947.2,-1425569.9287500435
8.065822784810127,4.374369517656675,748533663131167.0,-1527784.7062500466
8.065822784810127,4.453903508886795,717760946547886.1,-1629999.4837500497
8.065822784810127,4.533437500116917,685645326227357.0,-1737651.2175000529
8.065822784810127,4.6129714913470385,653322706347100.2,-1849652.5162500562
8.065822784810127,4.692505482577159,615292795042916.0,-1962741.2062500597
8.065822784810127,4.772039473807281,579698035121998.5,-2076917.2875000632
8.065822784810127,4.8515734650374025,540940478903716.75,-2192180.760000067
8.065822784810127,4.931107456267524,501573930443635.4,-2309619.0150000704
8.065822784810127,5.010641447497645,460407361336806.56,-2430319.443750074
8.065822784810127,5.0901754387277665,419000810135439.9,-2552107.2637500777
8.065822784810127,5.169709429957888,376481216009970.06,-2679332.0400000815
8.065822784810127,5.249243421188009,332561640600016.0,-2813081.1637500855
8.065822784810127,5.32877741241813,287708793608973.2,-2941393.3312500897
8.065822784810127,5.408311403648252,246426508303096.2,-3075142.4550000937
8.065822784810127,5.487845394878374,206218059179996.94,-3206716.7962500975
8.065822784810127,5.567379386108494,3.036844997138339e-10,-3312193.7475001006
8.065822784810127,5.646913377338616,5.527011839235794e-11,-3381786.787500103
8.065822784810127,5.726447368568738,2.019035529275326e-11,-3474215.043750106
8.065822784810127,5.805981359798858,1.1205645781534642e-11,-3599265.0375001095
8.065822784810127,5.88551535102898,4.962889091405738e-12,-3755849.3775001145
8.065822784810127,5.9650493422591016,5.03185033287067e-12,-3946142.84625012
8.065822784810127,6.044583333489222,1.6716355303630132e-12,-4165795.878750127
8.065822784810127,6.124117324719344,1.223706039606309e-12,4284321.525000131
8.065822784810127,6.2036513159494655,1.057829138209155e-12,4078804.578750124
8.065822784810127,6.283185307179586,8.272515906788394e-13,3792820.6800001157
8.121518987341773,0.0,7.55764085095111e-13,3914608.500000119
8.121518987341773,0.07953399123012135,4.2325353155899435e-12,-4089678.4912501243
8.121518987341773,0.1590679824602427,8.216540919063524e-13,-4311506.306250132
8.121518987341773,0.23860197369036407,4.4343101247366686e-12,4144048.053750126
8.121518987341773,0.3181359649204854,6.196469104168333e-12,3929831.9775001197
8.121518987341773,0.39766995615060674,5.304104801575969e-12,3747150.247500114
8.121518987341773,0.47720394738072813,1.480827357383745e-11,3598177.6462501097
8.121518987341773,0.5567379386108494,3.13920719835278e-11,3481826.782500106
8.121518987341773,0.6362719298409708,7.673680349451986e-11,3395922.873750103
8.121518987341773,0.7158059210710922,6.230593683168387e-10,3329592.0075001013
8.121518987341773,0.7953399123012135,216461800038856.78,3208891.5787500977
8.121518987341773,0.8748739035313349,253589540982632.75,3075142.4550000937
8.121518987341773,0.9544078947614563,299604219478160.2,2941393.3312500897
8.121518987341773,1.0339418859915777,344768240197703.2,2813081.1637500855
8.121518987341773,1.1134758772216988,388765602275158.75,2678244.6487500817
8.121518987341773,1.1930098684518202,431603377799074.9,2552107.2637500777
8.121518987341773,1.2725438596819416,474215635470605.44,2429232.052500074
8.121518987341773,1.352077850912063,514615237382686.0,2309619.0150000704
8.121518987341773,1.4316118421421844,554329346658295.56,2192180.760000067
8.121518987341773,1.5111458333723056,594124160987498.1,2076917.2875000632
8.121518987341773,1.590679824602427,629318927194778.6,1962741.2062500597
8.121518987341773,1.6702138158325484,669629256103578.4,1849652.5162500562
8.121518987341773,1.7497478070626697,703581815836852.4,1736563.8262500528
8.121518987341773,1.8292817982927911,731772727790810.2,1629999.4837500497
8.121518987341773,1.9088157895229125,761328270379756.5,1527784.7062500466
8.121518987341773,1.9883497807530337,788887898627078.6,1425569.9287500435
8.121518987341773,2.0678837719831553,815517980660542.6,1323355.1512500404
8.121518987341773,2.1474177632132765,840415032112468.2,1221140.3737500373
8.121518987341773,2.2269517544433977,863099758113012.6,1121100.3787500341
8.121518987341773,2.3064857456735193,884502118965536.8,1021060.3837500311
8.121518987341773,2.3860197369036404,904209787722083.4,921020.388750028
8.121518987341773,2.465553728133762,921984512837276.9,822067.7850000251
8.121518987341773,2.5450877193638832,937924905891285.5,724202.572500022
8.121518987341773,2.6246217105940044,952059135448293.2,626337.3600000191
8.121518987341773,2.704155701824126,964247431049542.6,529559.5387500161
8.121518987341773,2.783689693054247,975169647725958.0,432781.7175000132
8.121518987341773,2.863223684284369,982953579298128.5,336003.89625001024
8.121518987341773,2.94275767551449,989843402163056.0,240313.4662500073
8.121518987341773,3.022291666744611,993201534027823.9,143535.64500000436
8.121518987341773,3.1018256579747328,994901768150255.6,47845.21500000146
8.121518987341773,3.181359649204854,994450351667387.6,-47845.21500000146
8.121518987341773,3.2608936404349755,992379351743813.1,-143535.64500000436
8.121518987341773,3.3404276316650967,988277632099965.6,-240313.4662500073
8.121518987341773,3.419961622895218,981246204275328.0,-336003.89625001024
8.121518987341773,3.4994956141253395,974180726196649.8,-432781.7175000132
8.121518987341773,3.5790296053554607,964004324610633.5,-529559.5387500161
8.121518987341773,3.6585635965855823,951517636582801.2,-626337.3600000191
8.121518987341773,3.7380975878157034,937980436260512.2,-724202.572500022
8.121518987341773,3.817631579045825,922850817792984.2,-822067.7850000251
8.121518987341773,3.8971655702759462,904310362803141.1,-921020.388750028
8.121518987341773,3.9766995615060674,884900564560571.6,-1021060.3837500311
8.121518987341773,4.056233552736189,862889022255712.9,-1121100.3787500341
8.121518987341773,4.135767543966311,839892069162999.8,-1221140.3737500373
8.121518987341773,4.215301535196431,814322313551283.2,-1323355.1512500404
8.121518987341773,4.294835526426553,789464755172370.4,-1425569.9287500435
8.121518987341773,4.374369517656675,763486318863616.8,-1527784.7062500466
8.121518987341773,4.453903508886795,736182382560390.2,-1629999.4837500497
8.121518987341773,4.533437500116917,702809751108722.2,-1736563.8262500528
8.121518987341773,4.6129714913470385,665810615156690.8,-1849652.5162500562
8.121518987341773,4.692505482577159,629343343430399.0,-1962741.2062500597
8.121518987341773,4.772039473807281,593935369206824.1,-2076917.2875000632
8.121518987341773,4.8515734650374025,555038290018791.4,-2192180.760000067
8.121518987341773,4.931107456267524,514364410255632.8,-2309619.0150000704
8.121518987341773,5.010641447497645,473737519755095.0,-2429232.052500074
8.121518987341773,5.0901754387277665,431964702352235.2,-2552107.2637500777
8.121518987341773,5.169709429957888,388739419597573.3,-2678244.6487500817
8.121518987341773,5.249243421188009,344883350803058.2,-2813081.1637500855
8.121518987341773,5.32877741241813,299558671719994.7,-2941393.3312500897
8.121518987341773,5.408311403648252,253629608866234.06,-3075142.4550000937
8.121518987341773,5.487845394878374,216556952039850.2,-3208891.5787500977
8.121518987341773,5.567379386108494,6.296270025879781e-10,-3329592.0075001013
8.121518987341773,5.646913377338616,7.815418916418827e-11,-3395922.873750103
8.121518987341773,5.726447368568738,2.3303127361635882e-11,-3481826.782500106
8.121518987341773,5.805981359798858,1.4393019545416e-11,-3598177.6462501097
8.121518987341773,5.88551535102898,9.51143711297139e-12,-3747150.247500114
8.121518987341773,5.9650493422591016,5.318876512584769e-12,-3929831.9775001197
8.121518987341773,6.044583333489222,2.0185091306724088e-12,-4144048.053750126
8.121518987341773,6.124117324719344,1.155467155890603e-12,4311506.306250132
8.121518987341773,6.2036513159494655,4.218924555223136e-12,4089678.4912501243
8.121518987341773,6.283185307179586,7.557640850614814e-13,3914608.500000119
8.177215189873419,0.0,5.8877436075692105e-12,3888511.110000118
8.177215189873419,0.07953399123012135,5.374805527046174e-13,-4119038.0550001254
8.177215189873419,0.1590679824602427,1.1371107221461673e-12,-4338691.087500132
8.177215189873419,0.23860197369036407,1.6807167324063806e-12,4123387.6200001254
8.177215189873419,0.3181359649204854,6.3417964709826405e-12,3915695.891250119
8.177215189873419,0.39766995615060674,1.080159050574153e-11,3740625.900000114
8.177215189873419,0.47720394738072813,1.7959813437539984e-11,3599265.0375001095
8.177215189873419,0.5567379386108494,3.854638452436041e-11,3490525.9125001063
8.177215189873419,0.6362719298409708,1.1728903903762846e-10,3412233.742500104
8.177215189873419,0.7158059210710922,2.1334613309262315e-09,3343728.093750102
8.177215189873419,0.7953399123012135,223462138062672.16,3209978.9700000975
8.177215189873419,0.8748739035313349,264971037829505.53,3076229.8462500935
8.177215189873419,0.9544078947614563,311455406000307.94,2941393.3312500897
8.177215189873419,1.0339418859915777,357546729262170.94,2811993.7725000856
8.177215189873419,1.1134758772216988,401511509637906.3,2677157.2575000813
8.177215189873419,1.1930098684518202,444478889663990.2,2552107.2637500777
8.177215189873419,1.2725438596819416,486755692153976.2,2429232.052500074
8.177215189873419,1.352077850912063,528335732529148.06,2309619.0150000704
8.177215189873419,1.4316118421421844,567498131299994.2,2192180.760000067
8.177215189873419,1.5111458333723056,608335410220862.1,2075829.896250063
8.177215189873419,1.590679824602427,643762350543343.2,1961653.8150000598
8.177215189873419,1.6702138158325484,681912014576253.9,1848565.1250000563
8.177215189873419,1.7497478070626697,714572037595760.2,1736563.8262500528
8.177215189873419,1.8292817982927911,746663951511548.1,1631086.8750000496
8.177215189873419,1.9088157895229125,775924966865091.5,1527784.7062500466
8.177215189873419,1.9883497807530337,804581330569920.9,1425569.9287500435
8.177215189873419,2.0678837719831553,829735026259009.0,1323355.1512500404
8.177215189873419,2.1474177632132765,856756847804758.5,1222227.7650000372
8.177215189873419,2.2269517544433977,878537635263785.4,1121100.3787500341
8.177215189873419,2.3064857456735193,900500772477940.5,1021060.3837500311
8.177215189873419,2.3860197369036404,919852808862381.1,921020.388750028
8.177215189873419,2.465553728133762,937977243789072.9,822067.7850000251
8.177215189873419,2.5450877193638832,954009642063409.4,724202.572500022
8.177215189873419,2.6246217105940044,968229077693881.6,626337.3600000191
8.177215189873419,2.704155701824126,980761451646098.4,529559.5387500161
8.177215189873419,2.783689693054247,991093948300452.6,432781.7175000132
8.177215189873419,2.863223684284369,999034110266049.4,336003.89625001024
8.177215189873419,2.94275767551449,1005204852342325.5,240313.4662500073
8.177215189873419,3.022291666744611,1009641716112678.8,143535.64500000436
8.177215189873419,3.1018256579747328,1011904553891785.1,47845.21500000146
8.177215189873419,3.181359649204854,1010949495497752.1,-47845.21500000146
8.177215189873419,3.2608936404349755,1007715314397887.6,-143535.64500000436
8.177215189873419,3.3404276316650967,1004194837616406.9,-240313.4662500073
8.177215189873419,3.419961622895218,997972713318964.1,-336003.89625001024
8.177215189873419,3.4994956141253395,989676846727878.6,-432781.7175000132
8.177215189873419,3.5790296053554607,979799729169360.4,-529559.5387500161
8.177215189873419,3.6585635965855823,967707571388909.2,-626337.3600000191
8.177215189873419,3.7380975878157034,953998084463594.1,-724202.572500022
8.177215189873419,3.817631579045825,938500163555163.9,-822067.7850000251
8.177215189873419,3.8971655702759462,920036564665415.5,-921020.388750028
8.177215189873419,3.9766995615060674,900262243648654.0,-1021060.3837500311
8.177215189873419,4.056233552736189,878701254084041.6,-1121100.3787500341
8.177215189873419,4.135767543966311,855018355432437.1,-1222227.7650000372
8.177215189873419,4.215301535196431,830851913889056.5,-1323355.1512500404
8.177215189873419,4.294835526426553,804561903659509.6,-1425569.9287500435
8.177215189873419,4.374369517656675,776223207381772.0,-1527784.7062500466
8.177215189873419,4.453903508886795,750982711025472.0,-1631086.8750000496
8.177215189873419,4.533437500116917,717596256085848.9,-1736563.8262500528
8.177215189873419,4.6129714913470385,681039176840012.2,-1848565.1250000563
8.177215189873419,4.692505482577159,643792123040728.5,-1961653.8150000598
8.177215189873419,4.772039473807281,608188895523197.8,-2075829.896250063
8.177215189873419,4.8515734650374025,568034687814972.4,-2192180.760000067
8.177215189873419,4.931107456267524,527894793555737.44,-2309619.0150000704
8.177215189873419,5.010641447497645,487340351289644.7,-2429232.052500074
8.177215189873419,5.0901754387277665,444941472981364.1,-2552107.2637500777
8.177215189873419,5.169709429957888,401225279405732.7,-2677157.2575000813
8.177215189873419,5.249243421188009,357373686078618.94,-2811993.7725000856
8.177215189873419,5.32877741241813,311447424895666.94,-2941393.3312500897
8.177215189873419,5.408311403648252,265304854773144.66,-3076229.8462500935
8.177215189873419,5.487845394878374,224287931076328.0,-3209978.9700000975
8.177215189873419,5.567379386108494,2.1268503138887468e-09,-3343728.093750102
8.177215189873419,5.646913377338616,1.1293233937061876e-10,-3412233.742500104
8.177215189873419,5.726447368568738,3.917327681629521e-11,-3490525.9125001063
8.177215189873419,5.805981359798858,1.8806242345473023e-11,-3599265.0375001095
8.177215189873419,5.88551535102898,1.0405553840948486e-11,-3740625.900000114
8.177215189873419,5.9650493422591016,5.534542088598765e-12,-3915695.891250119
8.177215189873419,6.044583333489222,4.672417893510337e-12,-4123387.6200001254
8.177215189873419,6.124117324719344,1.178412100837379e-12,4338691.087500132
8.177215189873419,6.2036513159494655,1.1593883081353756e-12,4119038.0550001254
8.177215189873419,6.283185307179586,5.8877436081377946e-12,3888511.110000118
8.232911392405065,0.0,1.4276369124438405e-13,4027697.1900001224
8.232911392405065,0.07953399123012135,1.877381009721342e-12,-4102727.186250125
8.232911392405065,0.1590679824602427,2.859293298832215e-12,4335428.913750132
8.232911392405065,0.23860197369036407,1.9389359686507776e-12,4103814.577500125
8.232911392405065,0.3181359649204854,6.332022048590721e-12,3903734.5875001187
8.232911392405065,0.39766995615060674,7.636130894925302e-12,3736276.3350001136
8.232911392405065,0.47720394738072813,1.7509807859421855e-11,3602527.2112501096
8.232911392405065,0.5567379386108494,3.9490280089083356e-11,3501399.8250001064
8.232911392405065,0.6362719298409708,1.533730188654064e-10,3429632.0025001043
8.232911392405065,0.7158059210710922,182522417849539.66,3345902.8762501017
8.232911392405065,0.7953399123012135,230866533211870.88,3211066.361250098
8.232911392405065,0.8748739035313349,277421245049400.28,3076229.8462500935
8.232911392405065,0.9544078947614563,323860546432059.06,2941393.3312500897
8.232911392405065,1.0339418859915777,369808195978862.75,2808731.5987500856
8.232911392405065,1.1134758772216988,414001882764435.1,2677157.2575000813
8.232911392405065,1.1930098684518202,457689508966039.56,2552107.2637500777
8.232911392405065,1.2725438596819416,500432966676452.2,2429232.052500074
8.232911392405065,1.352077850912063,542579480864107.1,2309619.0150000704
8.232911392405065,1.4316118421421844,582477921832200.1,2192180.760000067
8.232911392405065,1.5111458333723056,620521535019416.9,2075829.896250063
8.232911392405065,1.590679824602427,660114196057735.6,1961653.8150000598
8.232911392405065,1.6702138158325484,695090372051728.6,1847477.7337500562
8.232911392405065,1.7497478070626697,733444968085830.8,1735476.435000053
8.232911392405065,1.8292817982927911,760325955670033.0,1631086.8750000496
8.232911392405065,1.9088157895229125,791460597681333.0,1528872.0975000465
8.232911392405065,1.9883497807530337,819778210073450.2,1426657.3200000434
8.232911392405065,2.0678837719831553,845908101628948.6,1324442.5425000403
8.232911392405065,2.1474177632132765,871774262011092.6,1222227.7650000372
8.232911392405065,2.2269517544433977,894632413766016.8,1121100.3787500341
8.232911392405065,2.3064857456735193,916134315313059.6,1021060.3837500311
8.232911392405065,2.3860197369036404,936086722487093.6,921020.388750028
8.232911392405065,2.465553728133762,954117060332089.8,822067.7850000251
8.232911392405065,2.5450877193638832,970524361769181.9,724202.572500022
8.232911392405065,2.6246217105940044,984509647948925.9,626337.3600000191
8.232911392405065,2.704155701824126,997734062956626.2,529559.5387500161
8.232911392405065,2.783689693054247,1007171708146225.0,432781.7175000132
8.232911392405065,2.863223684284369,1015435787591319.9,336003.89625001024
8.232911392405065,2.94275767551449,1021746722158609.5,240313.4662500073
8.232911392405065,3.022291666744611,1026020994328122.9,143535.64500000436
8.232911392405065,3.1018256579747328,1028564276196118.0,47845.21500000146
8.232911392405065,3.181359649204854,1027563879025462.1,-47845.21500000146
8.232911392405065,3.2608936404349755,1025217382518848.6,-143535.64500000436
8.232911392405065,3.3404276316650967,1021148980517156.6,-240313.4662500073
8.232911392405065,3.419961622895218,1014646187435038.4,-336003.89625001024
8.232911392405065,3.4994956141253395,1006964308671766.9,-432781.7175000132
8.232911392405065,3.5790296053554607,996263324775509.2,-529559.5387500161
8.232911392405065,3.6585635965855823,984372490300778.5,-626337.3600000191
8.232911392405065,3.7380975878157034,970257372778533.5,-724202.572500022
8.232911392405065,3.817631579045825,954282058411897.0,-822067.7850000251
8.232911392405065,3.8971655702759462,936587290844920.0,-921020.388750028
8.232911392405065,3.9766995615060674,915821874562185.5,-1021060.3837500311
8.232911392405065,4.056233552736189,893898707906978.8,-1121100.3787500341
8.232911392405065,4.135767543966311,870672161416694.9,-1222227.7650000372
8.232911392405065,4.215301535196431,846217811074204.9,-1324442.5425000403
8.232911392405065,4.294835526426553,820016395590771.1,-1426657.3200000434
8.232911392405065,4.374369517656675,794756108748998.5,-1528872.0975000465
8.232911392405065,4.453903508886795,760437507897622.9,-1631086.8750000496
8.232911392405065,4.533437500116917,730325673905946.8,-1735476.435000053
8.232911392405065,4.6129714913470385,698554539574602.4,-1847477.7337500562
8.232911392405065,4.692505482577159,658398252887384.6,-1961653.8150000598
8.232911392405065,4.772039473807281,620380336933636.6,-2075829.896250063
8.232911392405065,4.8515734650374025,581383174111882.6,-2192180.760000067
8.232911392405065,4.931107456267524,541939829172894.2,-2309619.0150000704
8.232911392405065,5.010641447497645,500704006070823.9,-2429232.052500074
8.232911392405065,5.0901754387277665,457464092736291.2,-2552107.2637500777
8.232911392405065,5.169709429957888,414108258667270.56,-2677157.2575000813
8.232911392405065,5.249243421188009,369587387764008.6,-2808731.5987500856
8.232911392405065,5.32877741241813,323645430339894.8,-2941393.3312500897
8.232911392405065,5.408311403648252,277393944923426.75,-3076229.8462500935
8.232911392405065,5.487845394878374,230699533496138.25,-3211066.361250098
8.232911392405065,5.567379386108494,182557722546623.16,-3345902.8762501017
8.232911392405065,5.646913377338616,1.526508656469325e-10,-3429632.0025001043
8.232911392405065,5.726447368568738,4.271917283302157e-11,-3501399.8250001064
8.232911392405065,5.805981359798858,1.6800308424189953e-11,-3602527.2112501096
8.232911392405065,5.88551535102898,7.012708174579818e-12,-3736276.3350001136
